IUSA Number,Y2019,Y2020,Y2021
43-413-6359,1,1,1
43-413-6819,1,1,1
43-413-6857,0,0,1
43-422-8041,1,1,1
43-422-8053,1,1,1
43-424-6408,1,1,1
43-424-6458,1,1,0
43-431-5510,1,1,1
43-435-7944,1,1,1
43-436-8390,1,1,1
43-437-4074,0,1,1
43-443-4107,1,1,1
43-446-0904,1,1,1
43-446-8822,1,1,1
43-448-1363,1,1,1
43-477-2974,1,1,1
43-478-0601,1,1,1
43-479-8426,1,1,1
43-497-0274,1,1,1
43-497-6925,1,1,1
43-503-2244,1,1,1
43-520-6335,1,1,1
43-520-6336,1,1,1
43-520-6344,1,1,0
43-520-6352,1,1,1
43-520-6369,1,1,1
43-520-6372,1,1,1
43-520-6407,1,1,1
43-522-5638,0,0,1
43-522-6977,1,1,1
43-522-7561,1,1,1
43-540-3348,0,1,1
43-543-9446,0,1,1
43-544-1446,1,1,1
43-544-2401,1,0,0
43-544-5989,1,1,1
43-545-7968,1,1,1
43-546-4878,1,1,1
43-546-5736,1,1,1
43-554-5759,1,1,1
43-554-5760,2,2,2
43-554-6362,1,0,0
43-554-6381,1,1,1
43-554-6382,1,1,1
43-554-6441,1,0,0
43-564-3989,1,1,1
43-581-6781,1,1,1
43-592-1280,1,1,1
43-593-9052,1,1,1
43-599-8247,1,1,0
43-602-0748,1,0,0
43-605-2064,1,1,1
43-621-7089,1,1,1
43-622-4887,1,0,0
43-622-6860,1,1,1
43-622-7058,0,0,1
43-622-8916,1,1,1
43-623-8754,1,1,1
43-651-3749,1,1,1
43-651-9647,1,1,1
43-652-2806,1,1,1
43-652-3361,1,0,0
43-696-9123,1,1,1
43-698-8332,1,1,1
43-718-3863,1,1,1
43-719-5724,1,1,1
43-730-3918,0,1,1
43-734-8706,1,1,1
43-735-1339,1,1,1
43-736-2926,1,1,1
43-814-8191,1,1,1
43-816-4865,1,1,1
43-816-5630,1,1,1
43-818-2222,1,1,1
43-819-3120,1,1,1
43-825-5057,1,1,1
43-826-2087,1,1,1
43-826-2351,1,1,1
43-826-2400,1,1,1
43-836-9647,1,1,1
43-837-4019,1,1,1
43-857-7430,1,1,1
43-872-7301,1,1,1
43-872-7387,1,1,1
43-872-7581,1,1,1
43-872-7905,1,1,1
43-872-8054,1,1,1
43-872-8160,0,0,1
43-872-8177,1,1,1
43-872-8190,1,1,1
43-872-8194,1,1,1
43-872-8281,1,1,1
43-896-3420,1,1,1
43-900-6953,1,1,1
43-913-8239,0,1,0
43-929-3765,1,1,1
43-937-2353,1,1,1
43-976-0238,1,1,1
43-985-5019,1,1,1
43-986-9259,0,1,1
43-986-9311,0,0,1
43-986-9558,0,1,1
43-986-9600,1,1,1
43-986-9605,1,1,1
43-986-9606,1,1,1
43-986-9608,1,1,1
43-998-9706,1,1,1
44-010-2372,1,1,1
44-019-3579,1,1,1
44-039-0570,1,1,1
44-042-1506,1,1,1
44-053-8372,1,1,1
44-055-6784,1,1,1
44-056-8495,1,1,0
44-663-3950,1,1,1
44-663-5187,1,1,1
44-663-7878,1,1,1
44-663-8421,1,1,1
44-663-8520,1,0,0
44-663-9767,0,0,1
44-664-0096,1,1,1
44-664-1227,1,1,1
44-664-1789,1,1,1
44-664-5772,1,1,1
44-664-6036,1,1,1
44-664-6820,1,1,1
44-664-6937,1,1,1
44-664-9246,1,1,1
44-664-9493,1,1,1
44-664-9592,1,1,1
44-665-1655,1,0,0
44-665-2398,1,1,1
44-665-4261,1,1,1
44-665-8452,1,1,1
44-665-8858,1,1,1
44-666-2173,1,1,1
44-666-4773,1,1,1
44-666-4922,1,1,0
44-666-8881,1,1,1
44-666-9087,1,1,1
46-437-3018,1,1,1
46-437-4495,1,1,1
46-437-4917,1,1,1
46-437-4933,1,1,1
46-437-5922,1,1,1
46-437-6342,1,1,1
46-437-6458,1,1,1
46-437-8470,1,1,1
46-438-0302,1,0,0
46-438-1581,1,1,1
46-438-3090,1,1,1
46-438-5087,1,0,0
46-438-5129,1,1,1
46-438-6762,1,1,1
46-439-1580,1,1,1
46-439-6480,1,1,1
46-439-7231,1,1,1
46-440-0191,1,0,0
46-440-3450,1,1,1
46-440-3666,1,1,1
46-440-5323,1,1,1
46-440-6461,0,0,1
46-748-1370,1,1,1
48-422-5503,1,1,1
48-422-5693,1,0,0
48-422-5727,1,1,0
48-422-5925,1,1,1
48-422-6063,1,1,1
48-422-6097,1,1,1
48-422-6121,1,1,1
48-422-6139,1,1,1
48-422-6154,1,1,1
48-422-6170,1,0,0
48-422-6493,1,1,0
48-422-7095,0,0,1
48-422-7129,1,1,1
48-422-7137,1,1,1
48-422-7202,1,1,1
48-422-7640,1,1,1
48-422-7749,1,1,1
48-422-7855,1,0,0
48-422-8218,1,1,1
48-422-8937,1,1,1
48-422-9885,1,1,1
48-423-0115,1,1,1
48-423-0594,1,1,1
48-423-0818,1,1,1
48-423-0842,1,1,1
48-423-0891,1,1,1
48-423-1188,1,1,1
48-423-1568,1,1,0
48-423-1915,1,1,0
48-423-2848,1,1,1
48-423-3481,1,1,1
48-423-7094,1,1,1
48-423-7334,1,1,1
48-423-8050,1,1,1
48-423-8266,1,1,0
48-423-8407,1,1,1
48-423-8423,1,1,1
48-423-8563,1,1,1
48-423-9280,1,1,1
48-423-9876,1,1,1
48-423-9900,1,1,1
48-424-4678,1,1,1
48-424-9586,1,1,1
48-425-2366,1,1,1
48-425-4685,1,1,1
48-426-1011,1,1,1
50-560-4181,1,1,1
50-560-4611,1,1,1
50-561-2127,1,1,1
50-566-3146,1,1,1
50-567-7021,1,1,1
50-567-7138,1,1,1
50-567-9142,1,1,1
50-568-5008,1,1,1
50-568-5842,1,1,1
50-568-9562,1,0,0
50-571-7579,1,1,1
50-571-7611,1,1,1
50-572-0029,1,1,1
50-574-4441,1,1,1
50-575-2980,1,1,1
50-576-2518,1,1,1
50-579-3695,1,1,1
50-579-4115,1,1,1
50-580-4294,1,1,1
50-580-4450,1,1,1
50-580-4468,1,1,1
50-582-4722,1,1,0
52-082-5837,1,1,1
53-348-0703,0,0,1
53-348-6445,1,1,1
53-349-3136,1,1,1
53-350-0856,1,1,1
53-350-0880,1,1,1
53-350-1235,1,0,0
53-350-2514,1,1,1
53-350-3009,1,1,0
53-350-3157,1,1,1
53-350-3579,1,1,1
53-350-3876,1,1,1
53-350-4205,1,1,1
53-350-4585,1,1,1
53-350-5129,1,1,1
53-350-5475,1,1,1
53-350-6135,1,1,1
53-350-6192,1,1,1
53-350-6481,1,1,1
53-350-6648,1,1,1
53-350-6721,1,1,1
53-350-8495,1,1,1
53-350-9675,1,1,1
53-350-9709,1,1,1
53-350-9915,1,1,1
53-351-0087,1,0,0
53-351-0350,0,1,0
53-351-0715,1,1,1
53-351-6548,1,1,1
53-712-1725,0,1,1
54-516-4618,1,1,1
55-804-2982,1,1,1
55-852-2454,1,1,1
56-180-7132,1,1,1
56-474-2328,1,1,1
56-475-7862,1,1,0
56-475-8001,1,1,1
56-475-9850,1,0,1
56-476-6640,1,1,1
56-478-1441,1,0,0
56-479-1911,1,0,0
56-482-0835,1,1,1
56-482-7673,1,1,1
56-483-5932,1,1,1
56-483-6500,1,1,1
56-483-6732,1,1,1
56-483-6807,1,1,1
56-484-6954,1,1,1
56-485-2861,1,1,1
56-485-4107,1,1,1
56-486-6424,1,1,1
56-488-3619,1,1,1
56-488-6299,1,1,1
56-488-6489,1,1,1
56-488-8782,1,1,1
56-490-6493,1,1,1
56-491-3341,1,1,1
56-492-1161,1,1,1
56-492-1583,1,1,1
56-492-3720,1,1,1
56-492-6327,1,1,1
56-493-1764,1,1,1
56-493-3000,1,0,1
56-493-3927,1,1,1
56-494-7646,1,1,1
56-494-7711,1,1,1
56-494-8107,1,1,1
56-495-7561,1,1,1
56-495-8569,1,1,1
56-496-8220,1,1,1
56-497-1331,1,1,1
56-497-8575,1,1,0
56-497-8617,1,1,1
56-605-5208,1,1,1
56-605-5448,1,1,1
56-653-0390,1,1,1
56-653-0507,1,1,1
57-619-3304,1,1,1
57-619-3544,1,1,1
57-775-0896,1,1,1
58-583-6398,1,1,1
58-870-0476,0,0,1
58-870-0591,1,1,1
58-870-2159,1,1,0
58-871-1614,1,1,1
58-871-1689,1,1,1
58-871-2588,1,1,1
58-871-4022,1,1,1
58-871-6399,1,1,1
58-871-9468,1,1,1
58-872-0284,1,1,1
58-872-0706,1,1,1
58-872-5499,1,1,1
58-872-5598,1,1,1
58-872-5762,1,1,1
58-872-6281,1,1,1
58-872-6802,1,1,1
58-872-7198,1,1,1
58-872-7354,1,1,1
58-872-7495,1,1,1
58-872-7651,1,1,1
58-872-7859,1,1,1
58-872-7990,1,1,1
58-872-8071,0,1,1
58-872-8089,1,1,1
58-872-8204,1,1,1
58-872-8378,1,1,1
58-872-8519,1,1,1
58-872-8600,1,1,1
58-872-8717,1,1,1
59-082-6939,1,0,0
59-847-9392,1,1,1
60-252-6105,1,1,1
60-327-9068,1,0,0
60-327-9522,1,1,1
60-328-0207,1,1,1
60-328-1254,1,1,1
60-328-1387,1,1,1
60-328-1486,1,1,1
60-328-1742,1,0,0
60-328-2690,1,1,1
60-328-4209,1,1,0
60-328-4282,1,1,1
60-328-5842,1,1,1
60-329-3952,1,1,1
60-329-4216,1,1,1
60-329-4596,1,1,1
60-329-6799,1,1,1
60-330-1656,1,1,1
60-330-6135,1,1,1
60-331-2406,1,1,1
60-331-3909,1,1,1
60-331-6944,1,1,1
60-332-1209,1,1,1
60-333-6389,1,0,0
60-334-4482,1,1,1
60-335-1016,1,1,1
60-335-8854,1,1,1
60-335-9027,1,1,1
60-336-0264,1,1,1
60-336-0926,1,1,1
60-336-8267,1,1,1
60-336-8564,1,1,1
60-336-8697,1,1,1
60-357-2173,1,1,1
60-480-2967,1,1,1
60-483-3095,1,1,1
60-705-2966,1,1,1
60-709-5239,1,1,1
60-744-1946,1,1,1
60-954-7906,1,1,1
60-954-7989,1,1,1
60-962-2402,1,1,1
60-962-2527,1,1,1
61-279-7829,1,1,1
61-281-5977,1,1,1
61-289-4139,1,1,1
61-308-8939,1,1,1
61-314-6372,1,1,1
61-574-1857,1,1,1
61-593-6283,1,1,1
61-869-9110,1,1,1
61-901-8716,1,1,1
61-915-2176,1,1,1
62-024-5878,1,1,1
62-024-6793,1,1,1
62-024-7312,1,1,1
62-027-6402,1,1,1
62-027-8242,0,1,1
62-065-6744,1,1,1
62-397-4193,1,1,1
62-684-8766,1,1,1
62-693-5456,1,1,1
62-708-5715,1,1,1
62-951-8994,1,1,1
62-983-7451,1,1,1
63-213-6032,1,1,1
63-225-3761,1,1,1
63-225-3779,1,1,1
63-427-8907,1,1,1
63-427-9996,1,1,1
63-428-4004,1,1,1
63-428-4020,1,1,1
63-428-4038,1,1,1
63-428-5530,1,1,1
63-429-0431,1,1,1
63-429-2957,1,1,1
63-429-3344,1,1,1
63-429-3419,1,1,1
63-429-4946,1,1,1
63-429-6842,1,1,1
63-430-4968,1,1,1
63-430-8233,1,1,1
63-430-8274,1,1,1
63-431-9339,1,1,1
63-431-9727,1,1,1
63-432-4198,1,1,1
63-432-6789,1,1,1
63-432-6813,1,1,1
63-433-3231,1,1,1
63-433-3256,1,1,1
63-467-7165,1,1,1
63-505-5205,1,1,0
63-507-1145,1,1,1
63-750-0190,1,1,1
63-750-0265,1,1,1
63-861-4156,1,1,1
63-861-6250,1,1,1
64-332-0641,1,1,1
64-338-7574,1,1,1
64-348-1690,1,1,1
64-681-3246,1,1,1
64-958-0271,1,1,1
64-989-6370,1,1,1
65-003-8474,1,1,1
65-202-5487,1,1,1
65-207-1564,1,1,1
65-224-4799,1,1,1
65-350-6337,1,1,1
65-481-3757,1,1,1
65-709-7622,1,1,1
65-714-7245,1,1,1
65-726-5898,1,1,1
65-728-5292,1,1,1
65-732-1998,1,1,1
65-732-2038,1,1,0
65-907-6541,1,1,1
65-909-3298,1,1,1
65-916-7019,1,1,1
66-099-8519,1,1,1
66-154-3264,1,1,1
66-159-0034,1,0,0
66-163-9229,1,1,1
66-358-6667,1,1,1
66-358-8341,1,1,1
66-439-3832,1,1,1
66-576-4445,1,1,1
66-663-9075,1,1,1
66-687-0159,1,1,1
66-694-4830,1,0,0
66-725-1599,1,1,1
66-725-2316,1,1,1
66-725-7570,1,0,1
66-725-8339,1,0,1
66-725-8933,1,1,1
66-725-9337,1,1,1
66-725-9402,1,1,1
66-726-1093,1,1,1
66-726-3271,1,1,1
66-726-4311,1,1,1
66-726-5615,1,1,1
66-726-5888,1,1,0
66-726-6936,1,1,1
66-726-7223,1,1,1
66-726-7454,1,1,1
66-726-8205,1,1,0
66-726-9278,1,1,1
66-727-6240,1,1,1
66-727-6463,1,0,0
66-728-5019,1,1,1
66-896-4794,1,1,1
66-936-4150,1,1,0
66-956-4007,1,1,1
67-212-0649,1,1,1
67-227-1749,1,1,1
67-232-7350,1,1,0
67-246-7081,1,1,1
67-251-1334,1,1,1
67-262-1810,1,1,1
67-310-7207,1,1,1
67-311-8386,1,0,0
67-314-3061,0,1,1
67-314-3434,1,1,1
67-443-7447,0,1,1
67-480-9835,1,1,0
67-552-9754,1,1,1
67-707-0914,1,1,1
67-727-4730,1,1,1
67-752-8739,1,1,1
67-978-4314,1,1,1
68-219-6415,1,1,1
68-268-7942,1,1,1
68-274-8033,1,1,1
68-280-9397,1,1,1
68-504-5353,1,1,1
68-506-5781,1,1,1
68-510-1974,1,1,1
68-538-9918,1,1,1
68-756-0706,1,1,1
68-855-1282,1,1,1
68-866-9290,1,1,1
68-898-6405,1,1,1
68-914-8963,1,1,1
68-976-9263,1,1,0
68-985-5526,1,1,1
69-065-6913,1,1,1
69-209-2182,1,1,1
69-209-2190,1,1,1
69-222-4686,1,1,1
69-225-9658,1,1,1
69-380-9782,1,1,1
69-397-6276,1,1,1
69-439-7415,1,1,1
69-439-7548,1,1,1
69-439-7720,1,1,1
69-439-7928,1,1,1
69-440-0813,1,1,1
69-440-0862,1,1,1
69-440-1498,1,1,1
69-440-1605,1,0,0
69-440-1738,1,1,1
69-440-2033,0,2,2
69-440-2892,0,1,1
69-440-5374,1,1,0
69-440-6257,1,1,1
69-440-6778,1,1,1
69-440-7065,1,1,1
69-440-8824,1,1,1
69-441-1737,1,1,1
69-441-6124,1,1,1
69-441-6157,1,1,1
69-569-0214,1,1,1
69-581-2925,1,1,1
69-609-3426,1,1,1
69-616-9556,1,1,1
69-722-8013,1,1,1
69-747-0417,1,1,1
69-854-7759,0,1,1
69-855-7972,1,1,1
69-867-4413,1,1,1
70-000-2898,0,1,1
70-006-2868,1,1,1
70-007-1629,1,1,1
70-007-5430,1,1,1
70-009-2824,1,0,0
70-011-2310,1,1,0
70-011-5382,1,1,1
70-012-7678,1,1,1
70-013-6498,1,1,1
70-021-3158,1,1,1
70-022-7753,1,1,1
70-022-7757,1,1,1
70-029-8393,1,1,1
70-033-3058,1,1,1
70-042-5885,1,1,1
70-048-6233,0,1,0
70-055-2576,1,1,1
70-056-4489,1,0,0
70-072-0977,1,1,1
70-122-9463,1,1,0
70-342-6865,1,1,1
70-467-0372,1,1,0
70-488-4583,1,1,1
70-489-4550,1,1,1
70-494-3581,1,0,1
70-499-4889,1,1,1
70-499-9753,1,1,1
70-504-1281,1,1,1
70-506-9170,1,1,1
70-506-9174,1,1,1
70-512-0131,1,1,1
70-517-8250,1,0,0
70-517-8257,1,0,0
70-521-7551,1,1,1
70-522-2932,1,1,1
70-527-0949,1,1,1
70-527-0953,1,1,1
70-527-8329,1,1,1
70-535-9023,1,1,0
70-538-2865,1,1,1
70-543-3599,1,1,1
70-547-8943,1,0,0
70-557-4931,1,0,0
70-575-2633,1,1,1
70-582-8624,1,1,0
70-582-8657,1,1,1
70-584-7815,1,1,1
70-584-7825,1,1,1
70-586-4991,1,1,1
70-586-4994,1,1,1
70-591-8659,1,1,1
70-593-4692,1,1,1
70-597-4779,1,1,1
70-597-6370,1,1,1
70-602-1921,1,1,1
70-602-2078,1,0,0
70-602-2080,1,0,0
70-607-0726,1,1,1
70-607-0792,1,1,1
70-616-9870,1,0,0
70-639-8465,1,0,0
70-639-8469,1,1,1
70-639-8472,1,1,1
70-645-8886,1,0,0
70-646-4367,1,1,1
70-654-2992,0,0,1
70-660-4290,1,1,1
70-665-8125,1,1,1
70-668-0563,1,1,1
70-675-2039,1,1,1
70-681-7104,1,1,1
70-686-6285,1,1,1
70-692-4295,1,1,1
70-692-4352,1,0,0
70-694-3986,1,1,1
70-695-2274,1,1,1
70-698-9858,1,1,1
70-701-5081,1,1,1
70-701-5092,1,0,0
70-705-2196,1,1,1
70-705-2200,1,0,0
70-705-9923,1,1,1
70-711-2316,1,1,1
70-714-2294,1,1,1
70-728-6323,1,1,1
70-728-6326,1,1,1
70-728-6333,1,1,1
70-732-8652,1,1,1
70-732-8655,1,1,0
70-732-8659,1,1,1
70-733-4412,1,1,1
70-733-4415,1,1,1
70-740-6549,1,1,1
70-740-6550,1,1,1
70-773-8482,1,1,1
70-774-2068,1,1,1
70-774-2167,1,0,0
70-774-2178,1,0,0
70-774-4303,1,1,1
70-774-4311,1,1,1
70-783-4319,1,1,1
70-783-7271,1,1,0
70-812-8432,1,1,1
70-812-8437,1,1,1
70-819-0437,1,0,0
70-819-0438,1,1,1
70-819-2421,1,1,1
70-819-2425,1,1,1
70-820-1684,1,1,1
70-822-3744,1,1,1
70-824-3007,1,1,0
70-826-3749,1,1,1
70-830-5110,1,1,1
70-856-9779,1,1,1
70-858-3946,1,1,1
70-893-5551,1,0,0
70-894-7860,1,1,1
70-904-4555,1,1,1
70-912-9799,0,1,1
70-913-0676,0,1,1
70-956-6979,1,1,1
70-990-5184,1,1,1
70-990-5195,1,1,1
71-017-4121,1,1,0
71-032-2453,1,1,1
71-045-8239,1,1,1
71-050-8637,0,1,1
71-151-0898,1,1,1
71-151-4709,1,1,0
71-151-4797,1,1,1
71-151-5100,2,2,0
71-151-9039,1,1,0
71-151-9982,1,1,1
71-152-0194,1,1,1
71-152-1939,1,1,1
71-152-6076,1,0,0
71-154-4902,1,1,1
71-154-4905,1,1,1
71-181-2223,1,1,0
71-196-0150,0,1,1
71-196-0900,1,1,0
71-198-9351,1,1,1
71-199-6283,1,1,1
71-201-7070,1,1,1
71-201-9160,1,1,1
71-209-7712,1,1,1
71-296-3473,1,1,1
71-435-3707,1,1,1
71-436-1301,1,1,1
71-436-7010,1,1,1
71-437-1795,1,1,1
71-439-1274,1,1,0
71-439-2880,1,1,1
71-440-2524,1,1,1
71-440-9319,1,1,1
71-441-0374,1,1,1
71-441-5461,1,1,1
71-442-4045,1,1,1
71-442-4251,1,1,1
71-442-7388,1,1,1
71-443-0488,1,1,1
71-477-1805,1,1,1
71-478-3719,1,0,1
71-499-6162,1,1,1
71-503-1916,0,1,1
71-504-7431,1,1,1
71-508-7639,1,1,1
71-509-9918,1,1,1
71-510-1687,1,1,1
71-510-2123,1,1,1
71-514-4018,1,1,1
71-514-4024,1,1,1
71-519-0476,1,1,1
71-528-3471,1,1,1
71-539-3877,1,1,1
71-543-3309,0,1,1
71-543-3312,1,1,1
71-543-3313,1,1,0
71-544-1105,1,0,0
71-547-2951,1,1,1
71-550-0036,1,1,1
71-555-2518,1,1,1
71-556-5243,1,1,1
71-556-5247,1,1,1
71-562-7045,1,0,1
71-569-1384,1,1,1
71-575-3692,1,0,1
71-575-3700,1,1,1
71-584-2061,1,1,1
71-588-7530,1,1,1
71-589-9299,1,1,1
71-589-9311,1,1,1
71-640-2716,1,1,1
71-656-4277,1,1,0
71-657-7947,1,1,1
71-657-7948,1,0,0
71-661-8008,1,1,1
71-661-8011,1,1,1
71-661-8014,1,1,1
71-664-8270,1,1,1
71-665-7438,1,1,1
71-667-8008,1,1,1
71-689-9218,1,1,0
71-694-3984,1,1,0
71-696-8498,1,1,1
71-696-8504,1,1,1
71-698-0271,1,1,1
71-704-3691,1,1,1
71-704-9431,1,1,1
71-717-8365,1,1,1
71-737-9934,1,1,1
71-738-7834,1,1,1
71-742-2079,1,1,1
71-744-3514,1,1,1
71-744-3624,1,1,1
71-745-0280,1,1,1
71-750-5701,1,1,1
71-751-3351,1,1,1
71-751-3353,1,1,1
71-751-3354,1,1,1
71-760-0877,1,1,1
71-763-0825,1,1,0
71-763-0830,1,1,1
71-777-0763,2,2,2
71-783-6255,1,1,1
71-784-5060,1,1,1
71-787-8127,1,1,1
71-787-8134,1,1,1
71-789-5186,1,1,1
71-796-9251,1,1,1
71-807-7535,1,1,1
71-815-8683,1,1,0
71-815-8687,1,1,1
71-816-5169,1,1,0
71-816-6451,1,1,1
71-820-8829,1,1,1
71-822-9217,1,1,1
71-836-7294,1,1,1
71-856-2955,1,1,1
71-856-2956,1,1,1
71-859-9547,1,1,1
71-861-2525,1,1,1
71-865-9158,1,1,1
71-871-2167,1,1,1
71-881-3790,1,0,0
71-884-3411,1,1,1
71-884-3414,0,1,1
71-890-3256,1,0,0
71-890-4377,1,1,1
71-903-9066,1,1,1
71-903-9070,1,1,1
71-905-7016,1,1,1
71-906-4422,1,1,1
71-909-8767,1,1,1
71-913-8790,0,0,1
71-914-7516,1,1,1
71-918-0108,0,1,1
71-920-9796,1,1,1
71-938-3009,1,1,1
71-977-3467,1,1,1
71-987-8498,1,1,1
71-989-1582,1,1,1
71-997-7960,1,1,1
72-002-3373,1,1,1
72-026-9760,1,1,1
72-028-6129,1,0,0
72-041-5870,1,1,1
72-044-5635,0,0,1
72-058-7032,1,1,1
72-060-3004,1,1,1
72-092-7056,1,1,0
72-104-2343,1,1,1
72-110-0281,1,0,0
72-129-6662,1,1,0
72-133-1659,1,1,1
72-140-4177,1,1,1
72-140-4179,1,1,1
72-146-0565,1,1,0
72-146-0739,1,1,1
72-170-4951,1,1,1
72-179-4765,1,0,0
72-191-3062,1,1,1
72-191-3197,1,1,1
72-192-4872,1,1,1
72-194-3435,1,0,0
72-196-5570,1,1,1
72-196-5574,1,1,1
72-196-5575,1,1,1
72-212-9218,1,1,1
72-216-3551,1,1,1
72-225-5789,0,0,1
72-229-1411,1,1,1
72-229-1464,1,1,1
72-229-1485,1,1,1
72-229-1496,1,1,1
72-229-1511,1,0,0
72-229-1512,1,0,0
72-229-1528,1,1,1
72-229-1534,1,1,1
72-229-1600,1,1,1
72-232-5355,1,1,1
72-232-5357,1,0,0
72-232-5383,1,1,1
72-235-3179,1,1,1
72-243-1410,1,1,1
72-243-8352,1,1,1
72-255-0692,1,1,1
72-255-3059,1,1,1
72-255-3065,1,1,1
72-255-3069,1,1,1
72-255-3074,1,1,0
72-257-6355,1,1,1
72-258-1706,1,1,1
72-260-8504,1,1,1
72-266-3733,1,1,1
72-266-4005,1,1,1
72-266-5661,0,1,1
72-267-1931,1,1,1
72-267-2921,0,0,1
72-271-6468,1,1,1
72-271-6480,1,1,1
72-271-6499,1,1,1
72-271-6502,1,1,1
72-278-4963,1,1,1
72-279-4225,1,1,1
72-286-0716,1,1,1
72-293-1716,1,1,1
72-299-8004,1,1,1
72-300-2582,1,1,1
72-300-7212,1,0,0
72-303-5968,0,1,1
72-307-3567,1,1,1
72-307-8746,1,0,0
72-307-8748,1,1,1
72-311-1532,1,1,1
72-316-0910,1,1,1
72-326-4698,1,0,0
72-327-2377,1,1,1
72-338-7730,1,0,0
72-341-0340,1,1,1
72-344-1860,1,1,0
72-344-1867,1,1,1
72-345-0699,1,1,0
72-348-4059,1,1,1
72-353-4386,1,1,1
72-353-4521,1,1,1
72-357-3190,1,1,1
72-361-9556,1,1,1
72-364-4295,1,1,1
72-365-5390,1,1,1
72-374-1751,1,1,1
72-379-0103,1,1,1
72-384-4286,1,1,1
72-384-6437,1,1,1
72-384-9496,1,1,1
72-393-4314,1,1,0
72-396-9619,0,1,1
72-404-1854,1,1,1
72-405-5526,1,1,1
72-411-9997,1,1,1
72-419-0338,1,1,1
72-433-0864,1,1,1
72-433-0871,1,1,1
72-442-8205,1,1,1
72-454-4977,1,1,1
72-457-9539,1,0,1
72-457-9580,1,1,1
72-457-9682,1,0,0
72-457-9921,1,1,1
72-458-0156,1,1,1
72-458-0201,1,1,1
72-458-0392,1,1,0
72-458-5974,1,1,1
72-458-6211,1,1,1
72-458-9406,1,1,1
72-458-9695,1,1,1
72-459-7792,1,1,1
72-460-7036,1,1,1
72-460-7073,1,1,1
72-462-3774,1,1,1
72-462-7489,1,1,1
72-473-3989,1,1,0
72-488-2694,1,1,1
72-492-9736,1,1,0
72-496-3359,1,0,0
72-504-8935,0,0,1
72-505-6547,1,1,1
72-508-2019,1,0,0
72-513-3855,1,1,1
72-513-4776,1,1,1
72-513-4778,1,1,1
72-513-4788,1,1,1
72-513-8299,1,1,1
72-513-8302,1,0,0
72-513-8304,1,0,0
72-517-1044,1,1,1
72-519-4448,1,1,1
72-523-4729,1,1,1
72-525-0202,1,1,1
72-527-6242,1,1,1
72-534-4389,1,1,1
72-542-1413,1,1,1
72-556-6188,1,1,1
72-559-5619,1,1,1
72-560-1096,1,1,1
72-561-6725,1,1,1
72-565-6491,0,1,1
72-583-3606,1,1,0
72-593-6831,1,1,1
72-594-8338,0,1,1
72-595-7072,1,1,1
72-596-5223,1,1,0
72-603-9599,1,1,1
72-611-0495,1,1,1
72-617-7674,0,1,1
72-617-7701,1,1,1
72-620-6178,0,0,1
72-621-4445,1,1,1
72-623-4558,1,0,0
72-625-2082,1,1,1
72-625-2101,1,1,1
72-627-5104,1,1,1
72-629-6062,1,1,0
72-639-0820,1,1,0
72-696-9227,1,1,1
72-791-3687,1,1,1
72-791-3690,1,1,1
72-819-5696,1,1,1
72-820-1787,1,1,1
72-853-9764,1,1,1
72-857-3749,1,1,1
72-896-5100,1,1,1
72-900-6186,1,1,1
72-904-0073,1,0,0
72-915-6335,1,1,1
72-968-6952,1,1,1
72-972-5296,0,2,2
72-972-5305,1,1,1
72-999-1922,0,1,0
73-080-3934,1,1,1
73-080-3938,1,1,1
73-081-9115,0,0,1
73-085-8374,1,1,1
73-099-2012,1,0,0
73-100-0333,1,1,1
73-102-3723,0,1,1
73-103-7927,1,1,1
73-103-9729,1,1,1
73-108-0477,1,1,1
73-109-9409,0,1,1
73-138-8258,1,1,1
73-149-0805,1,1,1
73-159-3643,1,1,0
73-177-3694,0,1,1
73-186-6334,1,1,1
73-203-3291,2,2,2
73-208-5290,0,1,1
73-208-5301,2,2,2
73-222-3752,1,1,1
73-224-7854,1,1,1
73-309-6020,1,0,1
73-309-6024,1,0,0
73-316-8412,0,1,1
73-338-9420,1,1,1
73-347-4206,1,1,1
73-388-2258,1,1,1
73-396-6437,1,1,1
73-400-0438,1,1,1
73-402-1250,1,1,1
73-403-9262,1,1,1
73-405-1922,1,1,1
73-417-8113,1,1,1
73-424-6108,1,1,1
73-426-4589,1,0,0
73-431-9985,1,1,0
73-432-1389,0,0,1
73-435-1644,0,1,1
73-446-2322,1,1,1
73-446-2342,0,1,1
73-451-6485,1,1,1
73-451-6486,1,1,1
73-451-6488,0,1,1
73-451-6490,0,1,1
73-455-4079,1,0,0
73-455-4080,1,1,1
73-470-8806,1,1,1
73-480-0309,1,1,1
73-481-6446,1,1,0
73-486-0003,0,0,1
73-488-8235,1,1,0
73-488-8236,1,1,1
73-491-1293,1,1,1
73-493-0346,1,1,1
73-497-4144,0,1,1
73-513-6556,1,1,1
73-534-3933,1,1,1
73-546-9407,1,1,1
73-558-5794,1,1,1
73-559-6333,1,1,1
73-574-5647,1,1,1
73-578-0814,1,1,1
73-578-1091,1,1,0
73-585-9280,1,1,0
73-585-9361,1,1,1
73-585-9731,1,1,1
73-605-4687,1,0,0
73-611-4779,1,1,1
73-616-2661,1,1,1
73-626-2854,1,1,1
73-632-5108,1,1,1
73-639-9118,1,0,0
73-639-9461,0,0,1
73-677-4020,0,0,1
73-720-9277,1,1,1
